",""COD.IBGE7"",""REGIÃO"",""UF"",""PORTE"",""MUNICÍPIO"",""falha em educaçãoo"",""ANO_FALHA"",""tempofalha"",""serv_esta_med"",""serv_per_cap_med"",""Conselho edu criação"",""idad_Conselho edu"",""Falha_ant_Consel"",""soma contratos"",""NEP"",""Ideologia"",""Arrec_Prop"",""PIBpercapita"",""IDHM"",""tm"",""PERCENT_ganhador"",""TaxadeUrbanizaÁ„o"",""Sul"",""centro_Oeste"",""Sudeste"",""Nordeste"",""Norte"",""POP"",""LN_POP"",""RM"""
"63,""1200344"",""1 - Nort"",""12"",""2 - 5001 atÈ 10000"",""Manoel Urbano"",""0"",""2012"",""12"",""0.0000000000"","" 48.824195"",""2010"","" 2"",""0"","" 2"",""2.965889"",""7.88"","" 360.134477"",""  8129.5900"",""0.655"",""0.42341986"",""0.368882"",""0.581000"",""0"",""0"",""0"",""0"",""1"",""   5719"","" 8.651549"",""0"""
"64,""1200351"",""1 - Nort"",""12"",""3 - 10001 atÈ 20000"",""Marechal Thaumaturgo"",""0"",""2012"",""12"",""0.7627710986"","" 61.957430"",""2009"","" 1"",""0"","" 7"",""1.823529"",""6.12"",""  31.759024"",""  5849.7900"",""0.743"",""0.57663729"",""0.548387"",""0.248000"",""0"",""0"",""0"",""0"",""1"",""   8457"","" 9.042750"",""0"""
"65,""1200385"",""1 - Nort"",""12"",""3 - 10001 atÈ 20000"",""Pl·cido de Castro"",""0"",""2012"",""12"",""0.0000000000"","" 36.220914"",""2011"","" 1"",""0"",""10"",""2.223214"",""3.83"",""  33.343227"","" 10027.1800"",""0.669"",""0.31231112"",""0.469986"",""0.514000"",""0"",""0"",""0"",""0"",""1"",""  12031"","" 9.395242"",""0"""
"66,""1200393"",""1 - Nort"",""12"",""2 - 5001 atÈ 10000"",""Porto Walter"",""1"",""2003"","" 3"",""0.8392831583"","" 63.213784"",""2007"","" 5"",""0"","" 1"",""1.858956"",""5.75"",""   3.844500"",""  1815.4819"",""0.616"",""0.57659453"",""0.537936"",""0.263000"",""0"",""0"",""0"",""0"",""1"",""   5070"","" 8.531096"",""0"""
"67,""1200401"",""1 - Nort"",""12"",""6 - 100001 atÈ 500000"",""Rio Branco"",""0"",""2012"",""12"",""          NA"",""        NA"",""2011"","" 1"",""0"",""27"",""2.133502"",""3.83"","" 165.096213"","" 11776.1400"",""0.640"",""0.26010340"",""0.508241"",""0.927000"",""0"",""0"",""0"",""0"",""1"","" 240389"",""12.390014"",""0"""
"68,""1200427"",""1 - Nort"",""12"",""3 - 10001 atÈ 20000"",""Rodrigues Alves"",""0"",""2012"",""12"",""0.8813799967"","" 48.702142"",""-"","" 0"",""1"","" 3"",""2.854747"",""3.83"",""  11.537408"",""  6700.0100"",""0.689"",""0.42344045"",""0.358040"",""0.296000"",""0"",""0"",""0"",""0"",""1"",""   8964"","" 9.100972"",""0"""
"69,""1200435"",""1 - Nort"",""12"",""1 - AtÈ 5000"",""Santa Rosa do Purus"",""0"",""2012"",""12"",""0.0000000000"","" 82.450101"",""-"","" 0"",""1"","" 3"",""2.267353"",""3.83"",""  21.031520"",""  6672.3100"",""0.517"",""0.54339274"",""0.470217"",""0.361000"",""0"",""0"",""0"",""0"",""1"",""   1749"","" 7.466799"",""0"""
"70,""1200450"",""1 - Nort"",""12"",""3 - 10001 atÈ 20000"",""Senador Guiomard"",""0"",""2012"",""12"",""0.6617427005"","" 31.736574"",""2010"","" 2"",""0"","" 5"",""1.655241"",""6.26"",""  28.420163"","" 10757.3000"",""0.684"",""0.29305830"",""0.604142"",""0.598000"",""0"",""0"",""0"",""0"",""1"",""  14113"","" 9.554852"",""0"""
"71,""1200500"",""1 - Nort"",""12"",""4 - 20001 atÈ 50000"",""Sena Madureira"",""0"",""2012"",""12"",""0.0001622060"","" 22.001199"",""2008"","" 4"",""0"","" 5"",""1.861224"",""6.69"",""  89.711933"",""  9745.9400"",""0.538"",""0.30033000"",""0.537281"",""0.624000"",""0"",""0"",""0"",""0"",""1"",""  23058"",""10.045768"",""0"""
"72,""1200609"",""1 - Nort"",""12"",""4 - 20001 atÈ 50000"",""Tarauac·"",""0"",""2012"",""12"",""0.0000000000"","" 30.646341"",""2007"","" 5"",""0"","" 5"",""1.957421"",""7.88"",""  31.852718"",""  7124.5500"",""0.539"",""0.41724187"",""0.510876"",""0.516000"",""0"",""0"",""0"",""0"",""1"",""  23781"",""10.076642"",""0"""
"73,""1200708"",""1 - Nort"",""12"",""3 - 10001 atÈ 20000"",""Xapuri"",""0"",""2012"",""12"",""          NA"",""        NA"",""N„o soube informar"",""NA"",""1"","" 1"",""3.068185"",""3.83"",""  19.627158"",""  8751.9800"",""0.599"",""0.33519438"",""0.368486"",""0.515000"",""0"",""0"",""0"",""0"",""1"",""  13277"","" 9.493788"",""0"""
"74,""1200807"",""1 - Nort"",""12"",""3 - 10001 atÈ 20000"",""Porto Acre"",""0"",""2012"",""12"",""          NA"",""        NA"",""-"","" 0"",""1"","" 5"",""3.930953"",""3.83"",""  33.388365"",""  9982.1400"",""0.805"",""0.29403698"",""0.307182"",""0.134000"",""0"",""0"",""0"",""0"",""1"",""   8120"","" 9.002085"",""0"""
"75,""1300029"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Alvar„es"",""0"",""2012"",""12"",""0.4282081851"","" 50.069149"",""-"","" 0"",""1"","" 5"",""2.682779"",""6.12"",""   3.650958"",""  3697.1400"",""0.527"",""0.52628807"",""0.388960"",""0.537000"",""0"",""0"",""0"",""0"",""1"",""  14560"","" 9.586033"",""0"""
"76,""1300060"",""1 - Nort"",""13"",""2 - 5001 atÈ 10000"",""Amatur·"",""0"",""2012"",""12"",""0.7660183722"","" 26.579958"",""2013"","" 0"",""1"","" 2"",""2.020721"",""3.83"",""   7.251114"",""  3698.6800"",""0.560"",""0.56926398"",""0.519751"",""0.564000"",""0"",""0"",""0"",""0"",""1"",""   6647"","" 8.801921"",""0"""
"77,""1300086"",""1 - Nort"",""13"",""2 - 5001 atÈ 10000"",""Anam„"",""0"",""2012"",""12"",""0.6221154975"","" 39.034552"",""2013"","" 0"",""1"","" 2"",""1.906038"",""2.73"","" 488.211356"",""  5568.8100"",""0.594"",""0.40322519"",""0.536109"",""0.405000"",""0"",""0"",""0"",""0"",""1"",""   7184"","" 8.879612"",""0"""
"78,""1300102"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Anori"",""0"",""2012"",""12"",""0.4370375647"","" 33.377021"",""2006"","" 6"",""0"","" 2"",""2.212800"",""6.26"",""  38.156509"",""  4827.4300"",""0.561"",""0.41357047"",""0.493862"",""0.625000"",""0"",""0"",""0"",""0"",""1"",""  10544"","" 9.263312"",""0"""
"79,""1300144"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""ApuÌ"",""0"",""2012"",""12"",""0.7221662040"","" 30.806297"",""1998"",""14"",""0"","" 2"",""1.992580"",""3.55"",""  19.026795"",""  8276.1300"",""0.637"",""0.24048919"",""0.531786"",""0.531000"",""0"",""0"",""0"",""0"",""1"",""  12080"","" 9.399306"",""0"""
"80,""1300201"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Atalaia do Norte"",""1"",""2001"","" 1"",""0.1613829080"","" 46.924306"",""1998"","" 7"",""0"","" 1"",""3.491160"",""8.48"",""   1.949049"",""  1372.8289"",""0.348"",""0.62017692"",""0.311317"",""0.415000"",""0"",""0"",""0"",""0"",""1"",""   8137"","" 9.004177"",""0"""
"81,""1300300"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Autazes"",""1"",""2005"","" 5"",""0.4618555908"","" 51.550170"",""2006"","" 0"",""1"","" 5"",""1.744650"",""3.65"",""   3.818256"",""  3917.4181"",""0.420"",""0.44417466"",""0.573181"",""0.422443"",""0"",""0"",""0"",""0"",""1"",""  27647"",""10.227273"",""0"""
"82,""1300409"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Barcelos"",""1"",""2003"","" 3"",""0.7682884182"","" 22.159943"",""-"","" 0"",""1"","" 1"",""1.481950"",""8.48"",""   3.036103"",""  1318.4326"",""0.384"",""0.48436865"",""0.674787"",""0.329000"",""0"",""0"",""0"",""0"",""1"",""  17594"","" 9.775313"",""0"""
"83,""1300508"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Barreirinha"",""0"",""2012"",""12"",""0.6291755350"","" 35.634442"",""-"","" 0"",""1"","" 5"",""3.656723"",""2.73"",""  17.524423"",""  2774.1600"",""0.574"",""0.56692704"",""0.330956"",""0.443000"",""0"",""0"",""0"",""0"",""1"",""  20301"","" 9.918425"",""0"""
"84,""1300607"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Benjamin Constant"",""0"",""2012"",""12"",""0.4193419713"","" 44.637327"",""1998"",""14"",""0"",""11"",""1.611289"",""6.69"",""  29.226983"",""  3578.3800"",""0.574"",""0.58889127"",""0.630595"",""0.635000"",""0"",""0"",""0"",""0"",""1"",""  24965"",""10.125230"",""0"""
"85,""1300631"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Beruri"",""1"",""2007"","" 7"",""0.7828830354"","" 52.207193"",""-"","" 0"",""1"","" 2"",""2.426434"",""6.96"",""   5.342100"",""  2836.4695"",""0.340"",""0.49698062"",""0.447998"",""0.565211"",""0"",""0"",""0"",""0"",""1"",""   9492"","" 9.158205"",""0"""
"86,""1300680"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Boa Vista do Ramos"",""1"",""2001"","" 1"",""0.6209457659"","" 41.625767"",""2009"","" 0"",""1"","" 1"",""2.023454"",""7.33"",""   5.173265"",""  1239.7580"",""0.372"",""0.52123041"",""0.528680"",""0.479000"",""0"",""0"",""0"",""0"",""1"",""   9027"","" 9.107975"",""0"""
"87,""1300706"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Boca do Acre"",""0"",""2012"",""12"",""0.5674525751"","" 43.958343"",""2003"","" 9"",""0"","" 6"",""1.819711"",""6.69"",""  34.343936"",""  5080.6700"",""0.588"",""0.38423042"",""0.553152"",""0.606000"",""0"",""0"",""0"",""0"",""1"",""  23426"",""10.061602"",""0"""
"88,""1300805"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Borba"",""1"",""2001"","" 1"",""0.3202332707"","" 33.417738"",""2002"",""10"",""0"","" 1"",""2.278941"",""7.50"",""   3.808033"",""  1242.7938"",""0.389"",""0.55284686"",""0.478327"",""0.393000"",""0"",""0"",""0"",""0"",""1"",""  25550"",""10.148393"",""0"""
"89,""1300839"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Caapiranga"",""0"",""2012"",""12"",""0.7931308865"","" 73.515648"",""2001"",""11"",""0"","" 6"",""1.780772"",""6.12"","" 137.658361"",""  3924.1300"",""0.569"",""0.50693457"",""0.561554"",""0.437000"",""0"",""0"",""0"",""0"",""1"",""   5995"","" 8.698681"",""0"""
"90,""1300904"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Canutama"",""1"",""2005"","" 5"",""0.6144510259"","" 52.408752"",""2012"","" 0"",""1"","" 0"",""1.832782"",""8.58"",""   3.411878"",""  2668.6805"",""0.533"",""0.46938715"",""0.545619"",""0.507372"",""0"",""0"",""0"",""0"",""1"",""   7558"","" 8.930362"",""0"""
"91,""1301001"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Carauari"",""1"",""2001"","" 1"",""0.8632300884"","" 30.405702"",""2013"","" 0"",""1"","" 2"",""1.950514"",""7.33"",""  16.519042"",""  2405.2832"",""0.440"",""0.46971413"",""0.512685"",""0.721000"",""0"",""0"",""0"",""0"",""1"",""  21335"","" 9.968104"",""0"""
"92,""1301100"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Careiro"",""1"",""2007"","" 7"",""0.7827074089"","" 35.975715"",""2011"","" 0"",""1"","" 5"",""2.499086"",""6.95"",""         NA"",""  3172.7129"",""0.387"",""0.37533103"",""0.435662"",""0.221790"",""0"",""0"",""0"",""0"",""1"",""  17113"","" 9.747594"",""1"""
"93,""1301159"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Careiro da V·rzea"",""0"",""2012"",""12"",""0.6978661823"","" 31.295806"",""1998"",""14"",""0"","" 4"",""3.567204"",""6.12"",""  14.888078"",""  4213.3500"",""0.718"",""0.44850153"",""0.325614"",""0.035000"",""0"",""0"",""0"",""0"",""1"",""  15873"","" 9.672375"",""0"""
"94,""1301209"",""1 - Nort"",""13"",""5 - 50001 atÈ 100000"",""Coari"",""1"",""2005"","" 5"",""0.3085223308"","" 58.672024"",""1986"",""19"",""0"","" 5"",""1.491639"",""3.65"","" 170.677970"","" 12654.4199"",""0.319"",""0.16491991"",""0.697050"",""0.663304"",""0"",""0"",""0"",""0"",""1"",""  57232"",""10.954868"",""0"""
"95,""1301308"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Codaj·s"",""1"",""2009"","" 9"",""0.5404269857"","" 39.202802"",""2001"","" 0"",""0"","" 2"",""2.250703"",""6.12"","" 389.536072"",""  5354.2600"",""0.595"",""0.40495589"",""0.469945"",""0.721000"",""0"",""0"",""0"",""0"",""1"",""  15461"","" 9.646076"",""0"""
"96,""1301407"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""EirunepÈ"",""1"",""2002"","" 2"",""0.6690257059"","" 58.379284"",""-"","" 0"",""1"","" 1"",""1.804677"",""5.75"",""  10.926647"",""  1727.8874"",""0.551"",""0.45314098"",""0.556275"",""0.644000"",""0"",""0"",""0"",""0"",""1"",""  26943"",""10.201479"",""0"""
"97,""1301506"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Envira"",""1"",""2001"","" 1"",""0.7352469983"","" 50.188851"",""N„o soube informar"",""NA"",""1"","" 2"",""1.682945"",""8.48"",""   7.448842"",""  1382.2850"",""0.474"",""0.58835276"",""0.594196"",""0.354000"",""0"",""0"",""0"",""0"",""1"",""  18565"","" 9.829033"",""0"""
"98,""1301605"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Fonte Boa"",""1"",""2001"","" 1"",""0.8000454392"","" 47.591602"",""2009"","" 0"",""1"","" 1"",""1.568693"",""8.37"",""  23.708232"",""  1162.5527"",""0.504"",""0.46046952"",""0.638907"",""0.369000"",""0"",""0"",""0"",""0"",""1"",""  23511"",""10.065224"",""0"""
"99,""1301654"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Guajar·"",""0"",""2012"",""12"",""0.7613952438"","" 45.796829"",""2007"","" 5"",""0"","" 4"",""1.696912"",""6.12"",""   9.822176"",""  4478.1500"",""0.657"",""0.43920634"",""0.589306"",""0.464000"",""0"",""0"",""0"",""0"",""1"",""  10290"","" 9.238928"",""0"""
"100,""1301704"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Humait·"",""0"",""2012"",""12"",""0.6183605667"","" 35.973194"",""1998"",""14"",""0"","" 7"",""1.945527"",""6.12"",""  44.956900"",""  4649.3800"",""0.535"",""0.41364170"",""0.545146"",""0.728000"",""0"",""0"",""0"",""0"",""1"",""  24418"",""10.103076"",""0"""
"101,""1301803"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Ipixuna"",""0"",""2012"",""12"",""0.5726614643"","" 27.616000"",""-"","" 0"",""1"","" 1"",""1.829979"",""8.02"",""   7.918856"",""  4681.5000"",""0.489"",""0.41625076"",""0.547627"",""0.426000"",""0"",""0"",""0"",""0"",""1"",""  11362"","" 9.338030"",""0"""
"102,""1301852"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Iranduba"",""1"",""2004"","" 4"",""0.6805378055"","" 40.104076"",""2002"",""10"",""0"","" 2"",""3.096485"",""6.21"",""   5.561491"",""  2128.2338"",""0.605"",""0.41195022"",""0.393546"",""0.308000"",""0"",""0"",""0"",""0"",""1"",""  28561"",""10.259797"",""1"""
"103,""1301902"",""1 - Nort"",""13"",""5 - 50001 atÈ 100000"",""Itacoatiara"",""1"",""2009"","" 9"",""0.7667332575"","" 39.603436"",""1997"",""15"",""0"","" 3"",""2.518170"",""3.83"",""  40.654841"",""  9354.4000"",""0.595"",""0.20632088"",""0.419798"",""0.654000"",""0"",""0"",""0"",""0"",""1"",""  66939"",""11.111537"",""1"""
"104,""1301951"",""1 - Nort"",""13"",""2 - 5001 atÈ 10000"",""Itamarati"",""0"",""2012"",""12"",""0.5006106106"","" 60.369359"",""1998"",""14"",""0"","" 1"",""1.857361"",""6.12"",""   5.587213"",""  4298.2800"",""0.688"",""0.53369963"",""0.560939"",""0.534000"",""0"",""0"",""0"",""0"",""1"",""   7263"","" 8.890548"",""0"""
"105,""1302009"",""1 - Nort"",""13"",""2 - 5001 atÈ 10000"",""Itapiranga"",""0"",""2012"",""12"",""0.6615073755"","" 43.666469"",""2012"","" 0"",""0"","" 2"",""1.996924"",""6.12"",""  24.366423"",""  3779.0800"",""0.677"",""0.55058135"",""0.500770"",""0.772000"",""0"",""0"",""0"",""0"",""1"",""   6715"","" 8.812099"",""0"""
"106,""1302108"",""1 - Nort"",""13"",""1 - AtÈ 5000"",""Japur·"",""0"",""2012"",""12"",""0.3449473575"","" 53.683213"",""N„o soube informar"",""NA"",""1"","" 3"",""1.199269"",""2.73"",""  23.428698"",""  3741.3100"",""0.712"",""0.49977803"",""0.282895"",""0.476000"",""0"",""0"",""0"",""0"",""1"",""   5787"","" 8.663369"",""0"""
"107,""1302207"",""1 - Nort"",""13"",""2 - 5001 atÈ 10000"",""Juru·"",""1"",""2006"","" 6"",""0.7169693770"","" 53.294599"",""2003"","" 3"",""0"",""NA"",""1.643990"",""6.18"",""  13.652945"",""  3157.6959"",""0.576"",""0.55970402"",""0.608276"",""0.538231"",""0"",""0"",""0"",""0"",""1"",""   4458"","" 8.402456"",""0"""
"108,""1302306"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""JutaÌ"",""1"",""2003"","" 3"",""0.5653380862"","" 36.753366"",""2001"","" 7"",""0"","" 2"",""2.002522"",""7.50"",""   2.667974"",""  1143.0146"",""0.480"",""0.48436901"",""0.534369"",""0.343000"",""0"",""0"",""0"",""0"",""1"",""  20414"","" 9.923976"",""0"""
"109,""1302405"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""L·brea"",""1"",""2006"","" 6"",""0.6174142112"","" 32.465563"",""2007"","" 0"",""1"",""NA"",""1.954895"",""6.95"",""         NA"",""  3305.0582"",""0.700"",""0.53499144"",""0.545896"",""0.594516"",""0"",""0"",""0"",""0"",""1"",""  26354"",""10.179375"",""0"""
"110,""1302504"",""1 - Nort"",""13"",""5 - 50001 atÈ 100000"",""Manacapuru"",""1"",""2002"","" 2"",""0.6521384379"","" 20.365821"",""1997"",""12"",""0"","" 4"",""1.891497"",""8.48"",""   9.176472"",""  1652.8338"",""0.375"",""0.43866391"",""0.528682"",""0.647000"",""0"",""0"",""0"",""0"",""1"",""  67598"",""11.121334"",""1"""
"111,""1302553"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Manaquiri"",""1"",""2001"","" 1"",""0.1545868847"","" 48.055414"",""2007"","" 5"",""0"","" 2"",""4.891868"",""7.41"",""   2.221361"",""  1468.1607"",""0.295"",""0.58029787"",""0.257158"",""0.328000"",""0"",""0"",""0"",""0"",""1"",""  18684"","" 9.835423"",""0"""
"112,""1302603"",""1 - Nort"",""13"",""7 - Maior que 500000"",""Manaus"",""0"",""2012"",""12"",""0.6686843909"","" 15.062670"",""1996"",""16"",""0"",""28"",""4.406559"",""6.80"","" 303.719408"","" 22303.2600"",""0.625"",""0.09124213"",""0.462082"",""0.994000"",""0"",""0"",""0"",""0"",""1"",""1193727"",""13.992591"",""1"""
"113,""1302702"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""ManicorÈ"",""1"",""2005"","" 5"",""0.6439032895"","" 37.868252"",""2013"","" 0"",""1"","" 0"",""2.412567"",""7.87"",""  20.697456"",""  5275.4700"",""0.442"",""0.42724359"",""0.439971"",""0.442732"",""0"",""0"",""0"",""0"",""1"",""  36110"",""10.494325"",""0"""
"114,""1302801"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Mara„"",""1"",""2001"","" 1"",""0.2410840044"","" 52.661350"",""N„o soube informar"",""NA"",""1"","" 1"",""2.324745"",""7.33"",""   0.899463"",""   978.6107"",""0.536"",""0.57014803"",""0.455749"",""0.265000"",""0"",""0"",""0"",""0"",""1"",""  14617"","" 9.589941"",""0"""
"115,""1302900"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""MauÈs"",""0"",""2012"",""12"",""0.5239581010"","" 38.062958"",""2006"","" 6"",""0"",""12"",""1.843296"",""6.69"",""  66.928582"",""  4319.3900"",""0.677"",""0.49907244"",""0.542506"",""0.513000"",""0"",""0"",""0"",""0"",""1"",""  38286"",""10.552840"",""0"""
"116,""1303007"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Nhamund·"",""1"",""2008"","" 8"",""0.4612163242"","" 29.270470"",""1997"",""11"",""0"","" 8"",""1.922343"",""2.27"",""         NA"",""  4224.8525"",""0.701"",""0.49379667"",""0.520199"",""0.410813"",""0"",""0"",""0"",""0"",""1"",""  14697"","" 9.595399"",""0"""
"117,""1303106"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Nova Olinda do Norte"",""1"",""2002"","" 2"",""0.4333072719"","" 32.870121"",""2006"","" 6"",""0"","" 1"",""2.154089"",""8.48"",""   2.850363"",""  1130.1871"",""0.688"",""0.41288577"",""0.502527"",""0.433000"",""0"",""0"",""0"",""0"",""1"",""  19375"","" 9.871739"",""0"""
"118,""1303205"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Novo Air„o"",""1"",""2007"","" 7"",""0.3991073262"","" 58.950391"",""-"","" 0"",""1"","" 2"",""2.761914"",""6.29"",""  15.726489"",""  2677.4916"",""0.544"",""0.50462032"",""0.421137"",""0.737799"",""0"",""0"",""0"",""0"",""1"",""  14893"","" 9.608647"",""1"""
"119,""1303304"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Novo Aripuan„"",""1"",""2009"","" 9"",""0.4837992542"","" 32.548608"",""-"","" 0"",""1"","" 2"",""2.672908"",""6.74"",""   9.508129"",""  4168.5900"",""0.706"",""0.46734174"",""0.390834"",""0.594000"",""0"",""0"",""0"",""0"",""1"",""  14882"","" 9.607908"",""0"""
"120,""1303403"",""1 - Nort"",""13"",""6 - 100001 atÈ 500000"",""Parintins"",""0"",""2012"",""12"",""0.1609675152"","" 29.411321"",""-"","" 0"",""1"",""18"",""2.180415"",""6.26"",""  38.803569"",""  3836.3500"",""0.577"",""0.49095595"",""0.498221"",""0.649000"",""0"",""0"",""0"",""0"",""1"",""  74814"",""11.222760"",""0"""
"121,""1303502"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Pauini"",""1"",""2004"","" 4"",""0.6972210175"","" 31.870340"",""2013"","" 0"",""1"","" 2"",""1.675602"",""8.48"",""   3.517470"",""  1109.3631"",""0.504"",""0.53561715"",""0.596800"",""0.408000"",""0"",""0"",""0"",""0"",""1"",""  18667"","" 9.834513"",""0"""
"122,""1303536"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Presidente Figueiredo"",""1"",""2004"","" 4"",""0.6177333534"","" 83.373809"",""2009"","" 3"",""0"","" 1"",""2.004402"",""3.04"",""  74.437464"",""  3026.2896"",""0.672"",""0.26814330"",""0.507925"",""0.483000"",""0"",""0"",""0"",""0"",""1"",""  11013"","" 9.306832"",""1"""
"123,""1303569"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Rio Preto da Eva"",""1"",""2005"","" 5"",""0.5338986833"","" 28.630411"",""2014"","" 0"",""1"","" 2"",""1.840054"",""6.18"",""  18.804501"",""  4461.2600"",""0.612"",""0.51589132"",""0.343755"",""0.511787"",""0"",""0"",""0"",""0"",""1"",""  10892"","" 9.295784"",""1"""
"124,""1303601"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Santa Isabel do Rio Negro"",""0"",""2012"",""12"",""0.4694946402"","" 43.578274"",""-"","" 0"",""1"","" 2"",""2.192778"",""6.69"",""   4.288173"",""  3115.6100"",""0.479"",""0.63675188"",""0.474641"",""0.376000"",""0"",""0"",""0"",""0"",""1"",""  11396"","" 9.341018"",""0"""
"125,""1303700"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Santo AntÙnio do IÁ·"",""1"",""2001"","" 1"",""0.4899213943"","" 25.295164"",""2007"","" 5"",""0"","" 1"",""1.998540"",""7.50"",""   1.882717"",""   726.6608"",""0.392"",""0.64570883"",""0.500365"",""0.280000"",""0"",""0"",""0"",""0"",""1"",""  24335"",""10.099671"",""0"""
"126,""1303809"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""S„o Gabriel da Cachoeira"",""1"",""2004"","" 4"",""0.6394317851"","" 29.798062"",""1997"","" 8"",""0"","" 1"",""3.337022"",""8.48"",""  15.065654"",""   930.0826"",""0.617"",""0.51909237"",""0.324594"",""0.413000"",""0"",""0"",""0"",""0"",""1"",""  27824"",""10.233654"",""0"""
"127,""1303908"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""S„o Paulo de OlivenÁa"",""1"",""2001"","" 1"",""0.4424030137"","" 17.554082"",""2013"","" 0"",""1"","" 1"",""1.392556"",""6.21"",""         NA"",""  1004.8371"",""0.475"",""0.48766812"",""0.722888"",""0.379000"",""0"",""0"",""0"",""0"",""1"",""  22253"",""10.010232"",""0"""
"128,""1303957"",""1 - Nort"",""13"",""2 - 5001 atÈ 10000"",""S„o Sebasti„o do Uatum„"",""1"",""2011"",""11"",""0.5232455696"","" 27.413095"",""-"","" 0"",""1"","" 1"",""2.678048"",""6.12"",""  18.469647"",""  3305.8400"",""0.581"",""0.60257502"",""0.362724"",""0.729000"",""0"",""0"",""0"",""0"",""1"",""   5974"","" 8.695172"",""0"""
"129,""1304005"",""1 - Nort"",""13"",""2 - 5001 atÈ 10000"",""Silves"",""0"",""2012"",""12"",""0.6927759965"","" 49.272665"",""1998"",""14"",""0"","" 4"",""2.123521"",""6.26"","" 159.340611"",""  7252.9900"",""0.699"",""0.30553114"",""0.503873"",""0.467000"",""0"",""0"",""0"",""0"",""1"",""   7100"","" 8.867850"",""0"""
"130,""1304062"",""1 - Nort"",""13"",""4 - 20001 atÈ 50000"",""Tabatinga"",""1"",""2001"","" 1"",""0.4267927434"","" 41.564933"",""N„o soube informar"",""NA"",""1"","" 1"",""2.986547"",""7.33"",""  20.853985"",""  1821.9151"",""0.606"",""0.48745492"",""0.384503"",""0.702000"",""0"",""0"",""0"",""0"",""1"",""  32996"",""10.404142"",""0"""
"131,""1304104"",""1 - Nort"",""13"",""3 - 10001 atÈ 20000"",""Tapau·"",""0"",""2012"",""12"",""0.7189928267"","" 60.303442"",""2003"","" 9"",""0"","" 2"",""2.773299"",""6.69"",""         NA"",""  4144.5100"",""0.502"",""0.50814612"",""0.372694"",""0.515000"",""0"",""0"",""0"",""0"",""1"",""  15680"","" 9.660141"",""0"""
"132,""1304203"",""1 - Nort"",""13"",""5 - 50001 atÈ 100000"",""TefÈ"",""1"",""2006"","" 6"",""0.2817054327"","" 29.739463"",""2006"","" 0"",""1"",""NA"",""1.741381"",""8.58"",""         NA"",""  3336.4871"",""0.438"",""0.49288434"",""0.604033"",""0.751065"",""0"",""0"",""0"",""0"",""1"",""  64546"",""11.075133"",""0"""
